Time,x-axis,y-axis,z-axis
27.32,-2.032146454,3.136194944,-18.61894989
27.36,-2.085977316,3.347885132,-18.65831757
27.4,-2.148114443,3.685800791,-18.71274757
27.44,-2.198642015,4.144474506,-18.7759037
27.48,-2.188865185,4.321299076,-18.8026886
27.52,-2.160177946,4.469934464,-18.82003403
27.56,-2.142482758,4.623515129,-18.83290291
27.6,-2.119620085,4.736791611,-18.83733177
27.64,-2.109371185,4.834791183,-18.84211349
27.68,-2.13978076,5.031401157,-18.86812019
27.72,-2.187252045,5.176763535,-18.89286041
27.76,-2.230261803,5.33794117,-18.9240036
27.8,-2.276054859,5.488739491,-18.95144653
27.84,-2.339246988,5.613381863,-18.96520233
27.88,-2.395035505,5.75891161,-18.9709568
27.92,-2.458166122,5.93785429,-18.98116875
27.96,-2.517645121,6.04929781,-18.98071098
28,-2.573666811,6.162447929,-18.97898293
28.04,-2.628755569,6.333188057,-18.97910309
28.08,-2.669651747,6.479791641,-18.97553635
28.12,-2.696942091,6.569060326,-18.96732521
28.16,-2.713625669,6.755017281,-18.96487045
28.2,-2.711390972,6.973824024,-18.97044563
28.24,-2.708683729,7.17809391,-18.97442627
28.28,-2.729688883,7.333739281,-18.97336578
28.32,-2.785216093,7.797445774,-18.97954178
28.36,-2.802858114,7.972011089,-18.9754982
28.4,-2.8422122,8.190357208,-18.97470856
28.44,-2.902485847,8.61138916,-18.98438644
28.48,-2.978939772,9.196225166,-19.0061264
28.52,-3.05269599,9.8313694,-19.01849556
28.56,-3.109198093,10.23767281,-19.03124619
28.6,-3.165787697,10.41666889,-19.02943611
28.64,-3.222870588,10.52734947,-19.01989555
28.68,-3.29224205,10.59975624,-19.0037365
28.72,-3.369279146,10.68241692,-18.98474503
28.76,-3.435498714,10.81157207,-18.97965431
28.8,-3.489057779,11.03477097,-19.00014114
28.84,-3.499120474,11.24271488,-19.01742744
28.88,-3.512585163,11.52411747,-19.03070831
28.92,-3.508997202,11.72757721,-19.03683853
28.96,-3.495533943,11.88335609,-19.05033684
29,-3.530198812,12.17613697,-19.05209732
29.04,-3.577484369,12.38394547,-19.0490303
29.08,-3.611511946,12.65487003,-19.04387283
29.12,-3.6200881,12.86235332,-19.03313255
29.16,-3.590091944,12.98575687,-19.02342033
29.2,-3.52921629,13.09901524,-19.02056885
29.24,-3.454818249,13.20020771,-19.01548767
29.28,-3.399473667,13.31582355,-19.00606537
29.32,-3.369092464,13.47155666,-18.99780464
29.36,-3.379793644,13.74841785,-18.99667549
29.4,-3.397101164,14.04610825,-19.00089836
